type,title,note text,source location,tags,notebooks,study set,last updated,created
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/isa/44?lang=eng&id=p2,,,Default Set,2022-09-24T17:20:48.916Z,2022-09-24T17:20:37.675Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/isa/43?lang=eng&id=p25,,,Default Set,2022-09-21T23:21:42.348Z,2022-09-21T23:21:37.600Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/isa/41?lang=eng&id=p17-p18,,,Default Set,2022-09-21T23:19:27.059Z,2022-09-21T23:19:20.487Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/isa/40?lang=eng&id=p29,,,Default Set,2022-09-21T23:15:49.837Z,2022-09-21T23:15:45.097Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/isa/40?lang=eng&id=p5,,,Default Set,2022-09-21T22:58:42.264Z,2022-09-21T22:58:42.264Z
reference,,,https://www.churchofjesuschrist.org/study/scriptures/ot/isa/40?lang=eng&id=p3,,,Default Set,2022-09-21T22:58:23.174Z,2022-09-21T22:58:00.138Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/isa/29?lang=eng&id=p24,,,Default Set,2022-09-18T15:44:38.712Z,2022-09-18T15:44:38.712Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/come-follow-me-for-sunday-school-old-testament-2022/38?lang=eng&id=p8-p11,,,Default Set,2022-09-18T15:43:19.520Z,2022-09-18T15:43:19.520Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/come-follow-me-for-sunday-school-old-testament-2022/38?lang=eng&id=p6,,,Default Set,2022-09-18T15:21:01.994Z,2022-09-18T15:21:01.994Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/come-follow-me-for-sunday-school-old-testament-2022/38?lang=eng&id=title5,,,Default Set,2022-09-18T15:20:52.354Z,2022-09-18T15:20:48.375Z
reference,,,https://www.churchofjesuschrist.org/study/scriptures/ot/isa/25?lang=eng&id=p8,,,Default Set,2022-09-18T14:17:19.539Z,2022-09-18T14:16:04.469Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/isa/25?lang=eng&id=p4,,,Default Set,2022-09-18T14:15:35.673Z,2022-09-18T14:15:31.234Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/isa/13?lang=eng&id=p11,,,Default Set,2022-09-17T15:11:45.079Z,2022-09-17T15:11:45.079Z
highlight,,<div>See 1 Samuel 15:22 (from footnote b in this verse) - to obey is better than sacrifice.</div>,https://www.churchofjesuschrist.org/study/scriptures/ot/isa/1?lang=eng&id=p11,,,Default Set,2022-09-12T16:05:45.221Z,2022-09-12T16:05:05.985Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/isa/1?lang=eng&id=p5,,,Default Set,2022-09-12T16:03:16.556Z,2022-09-12T16:03:16.556Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/come-follow-me-for-individuals-and-families-old-testament-2022/37?lang=eng&id=p3,,,Default Set,2022-09-11T18:37:52.369Z,2022-09-11T18:37:52.369Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2007/10/the-only-true-god-and-jesus-christ-whom-he-hath-sent?lang=eng&id=p6,,,Default Set,2022-09-06T22:16:56.617Z,2022-09-06T22:16:56.617Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/come-follow-me-for-individuals-and-families-old-testament-2022/36?lang=eng&id=p7,,,Default Set,2022-09-06T13:28:16.952Z,2022-09-06T13:28:16.952Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/ps/146?lang=eng&id=p1,,,Default Set,2022-09-06T13:27:47.353Z,2022-09-06T13:27:47.353Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/ps/146?lang=eng&id=p5,,,Default Set,2022-09-06T13:27:43.260Z,2022-09-06T13:27:36.371Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/ps/146?lang=eng&id=p7-p9,,,Default Set,2022-09-06T13:27:17.447Z,2022-09-06T13:27:17.447Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/ps/150?lang=eng&id=p6,,,Default Set,2022-09-06T13:25:41.604Z,2022-09-06T13:25:36.338Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/ps/150?lang=eng&id=p1-p2,,,Default Set,2022-09-06T13:25:29.997Z,2022-09-06T13:25:29.997Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/prov/1?lang=eng&id=p33,,,Default Set,2022-09-06T13:24:48.518Z,2022-09-06T13:24:48.518Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/prov/1?lang=eng&id=p10,,,Default Set,2022-09-06T13:20:48.576Z,2022-09-06T13:20:48.576Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/prov/1?lang=eng&id=p1,,,Default Set,2022-09-06T13:19:57.814Z,2022-09-06T13:19:52.013Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/come-follow-me-for-individuals-and-families-old-testament-2022/36?lang=eng&id=p3,,,Default Set,2022-09-06T13:07:34.684Z,2022-09-06T13:07:34.683Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/come-follow-me-for-individuals-and-families-old-testament-2022/36?lang=eng&id=p3,,,Default Set,2022-09-06T13:07:15.507Z,2022-09-06T13:07:15.507Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/come-follow-me-for-individuals-and-families-old-testament-2022/36?lang=eng&id=p2,,,Default Set,2022-09-06T13:06:28.298Z,2022-09-06T13:06:23.185Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/jesus-the-christ/chapter-21?lang=eng&id=p29,,,Default Set,2022-09-01T19:01:38.168Z,2022-09-01T19:01:25.660Z
reference,,,https://www.churchofjesuschrist.org/study/scriptures/nt/matt/26?lang=eng&id=p28,,,Default Set,2022-08-31T00:15:36.364Z,2022-08-31T00:15:22.106Z
reference,,"The use of the word ""many"" here has been misinterpreted as meaning that the blessings of the Atonement are only available to some. This is false. By a wholistic scriptural reading, it is clear that the Atonement is for every man, woman, and child who ever has and ever will live.<div><br></div><div>See the linked scripture in 1 Timothy 2:6, for example.</div><div><br></div><div>The word ""many"" may emphasize God's generosity and mercy, and that His plan will allow for a high percentage of His children to receive salvation.</div>",https://www.churchofjesuschrist.org/study/scriptures/nt/matt/20?lang=eng&id=p28,,,Default Set,2022-08-31T00:14:39.100Z,2022-08-31T00:10:41.672Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/2-ne/9?lang=eng&id=p5,,,Default Set,2022-08-30T12:44:41.857Z,2022-08-30T12:44:41.857Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/morm/9?lang=eng&id=p26,,,Default Set,2022-08-30T05:17:22.999Z,2022-08-30T05:17:22.999Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/jesus-the-christ/chapter-3?lang=eng&id=p4,,,Default Set,2022-08-30T05:10:57.316Z,2022-08-30T05:10:57.316Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/ps/103?lang=eng&id=p8-p9,,,Default Set,2022-08-22T13:51:40.015Z,2022-08-22T13:51:28.758Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/ps/103?lang=eng&id=p2,,,Default Set,2022-08-22T13:48:54.974Z,2022-08-22T13:48:54.974Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/ps/102?lang=eng&id=p3-p4,,,Default Set,2022-08-22T13:47:57.468Z,2022-08-22T13:47:50.615Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/come-follow-me-for-individuals-and-families-old-testament-2022/35?lang=eng&id=p2,,,Default Set,2022-08-22T13:35:01.236Z,2022-08-22T13:35:01.236Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/come-follow-me-for-individuals-and-families-old-testament-2022/35?lang=eng&id=p2,,,Default Set,2022-08-22T13:34:46.707Z,2022-08-22T13:34:46.707Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/ps/33?lang=eng&id=p11,,,Default Set,2022-08-21T17:24:46.574Z,2022-08-21T17:24:42.537Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/ps/33?lang=eng&id=p3,,,Default Set,2022-08-21T17:23:41.163Z,2022-08-21T17:23:41.163Z
highlight,,,https://www.churchofjesuschrist.org/study/history/topics/kirtland-safety-society?lang=eng&id=p3,,,Default Set,2022-08-14T20:25:18.736Z,2022-08-14T20:25:18.736Z
highlight,,<div>??</div>,https://www.churchofjesuschrist.org/study/scriptures/ot/2-kgs/2?lang=eng&id=p23-p24,,,Default Set,2022-08-14T15:55:46.318Z,2022-08-14T15:55:36.116Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/nt/john/18?lang=eng&id=p11,,,Default Set,2022-08-09T23:31:41.400Z,2022-08-09T23:31:41.400Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/nt/mark/14?lang=eng&id=p38,,,Default Set,2022-08-09T23:29:46.119Z,2022-08-09T23:29:42.800Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/38?lang=eng&id=p10,,,Default Set,2022-08-09T13:42:11.637Z,2022-08-09T13:42:06.321Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/job/24?lang=eng&id=p23-p24,,,Default Set,2022-08-08T13:42:40.741Z,2022-08-06T22:17:58.168Z
highlight,,"<div>""law"" references 'teaching, doctrine, direction' (Hebrew)</div>",https://www.churchofjesuschrist.org/study/scriptures/ot/ps/1?lang=eng&id=p2,,,Default Set,2022-08-08T13:41:02.358Z,2022-08-08T13:40:34.084Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/ps/1?lang=eng&id=p1,,,Default Set,2022-08-08T13:40:08.063Z,2022-08-08T13:40:08.063Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/come-follow-me-for-individuals-and-families-old-testament-2022/33?lang=eng&id=p2,,,Default Set,2022-08-08T13:39:01.833Z,2022-08-08T13:39:01.833Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/job/42?lang=eng&id=p10,,,Default Set,2022-08-06T22:28:03.521Z,2022-08-06T22:28:00.121Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/job/32?lang=eng&id=p8,,,Default Set,2022-08-06T22:21:38.895Z,2022-08-06T22:21:38.895Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/job/32?lang=eng&id=p9,,,Default Set,2022-08-06T22:21:26.811Z,2022-08-06T22:21:26.811Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/job/31?lang=eng&id=study_summary1,,,Default Set,2022-08-06T22:20:49.238Z,2022-08-06T22:20:49.238Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/job/30?lang=eng&id=p25,,,Default Set,2022-08-06T22:20:40.086Z,2022-08-06T22:20:40.086Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/job/25?lang=eng&id=p6,,,Default Set,2022-08-06T22:18:36.211Z,2022-08-06T22:18:36.211Z
reference,,,https://www.churchofjesuschrist.org/study/scriptures/ot/job/23?lang=eng&id=p10,,,Default Set,2022-08-06T22:16:55.909Z,2022-08-06T22:16:36.429Z
reference,,,https://www.churchofjesuschrist.org/study/scriptures/ot/job/21?lang=eng&id=p13-p15,,,Default Set,2022-08-06T22:14:23.333Z,2022-08-06T22:12:43.891Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/job/20?lang=eng&id=p27-p29,,,Default Set,2022-08-06T22:11:47.051Z,2022-08-06T22:11:36.433Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/job/20?lang=eng&id=p19-p20,,,Default Set,2022-08-06T22:11:14.328Z,2022-08-06T22:11:14.328Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/job/20?lang=eng&id=p15,,,Default Set,2022-08-06T22:10:53.007Z,2022-08-06T22:10:53.007Z
highlight,,,https://www.churchofjesuschrist.org/study/liahona/1981/06/fourteen-fundamentals-in-following-the-prophet?lang=eng&id=p65,,,Default Set,2022-08-04T14:25:09.202Z,2022-08-04T14:25:09.202Z
highlight,,,https://www.churchofjesuschrist.org/study/liahona/1981/06/fourteen-fundamentals-in-following-the-prophet?lang=eng&id=p63,,,Default Set,2022-08-04T14:25:04.223Z,2022-08-04T14:25:04.223Z
highlight,,,https://www.churchofjesuschrist.org/study/liahona/1981/06/fourteen-fundamentals-in-following-the-prophet?lang=eng&id=p61,,,Default Set,2022-08-04T14:24:58.605Z,2022-08-04T14:24:58.605Z
highlight,,,https://www.churchofjesuschrist.org/study/liahona/1981/06/fourteen-fundamentals-in-following-the-prophet?lang=eng&id=p28,,,Default Set,2022-08-04T14:24:46.365Z,2022-08-04T14:24:46.365Z
highlight,,,https://www.churchofjesuschrist.org/study/liahona/1981/06/fourteen-fundamentals-in-following-the-prophet?lang=eng&id=p18,,,Default Set,2022-08-04T14:24:41.731Z,2017-11-26T23:44:32.081Z
highlight,,,https://www.churchofjesuschrist.org/study/liahona/1981/06/fourteen-fundamentals-in-following-the-prophet?lang=eng&id=p21,,,Default Set,2022-08-04T14:24:38.856Z,2017-11-26T23:44:36.383Z
highlight,,,https://www.churchofjesuschrist.org/study/liahona/1981/06/fourteen-fundamentals-in-following-the-prophet?lang=eng&id=p14,,,Default Set,2022-08-04T14:24:30.316Z,2022-08-04T14:24:30.316Z
highlight,,,https://www.churchofjesuschrist.org/study/liahona/1981/06/fourteen-fundamentals-in-following-the-prophet?lang=eng&id=p7,,,Default Set,2022-08-04T14:24:25.771Z,2022-08-04T14:24:25.771Z
reference,,,https://www.churchofjesuschrist.org/study/scriptures/ot/job/11?lang=eng&id=p7,,,Default Set,2022-08-04T14:02:04.379Z,2022-08-04T14:00:46.359Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/job/10?lang=eng&id=p1-p2,,,Default Set,2022-08-04T13:59:18.094Z,2022-08-04T13:59:18.094Z
highlight,,"<div>I think here, Bildad may be encouraging Job and saying that things will be made right eventually.</div>",https://www.churchofjesuschrist.org/study/scriptures/ot/job/8?lang=eng&id=p20,,,Default Set,2022-08-04T13:57:18.685Z,2022-08-04T13:56:21.452Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/job/7?lang=eng&id=p17,,,Default Set,2022-08-04T13:53:43.511Z,2022-08-04T13:53:37.755Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/job/7?lang=eng&id=p1,,,Default Set,2022-08-04T13:52:51.865Z,2022-08-04T13:52:51.865Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/job/6?lang=eng&id=p14,,,Default Set,2022-08-04T13:51:42.727Z,2022-08-04T13:51:42.727Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/job/6?lang=eng&id=p8-p9,,,Default Set,2022-08-04T13:51:10.102Z,2022-08-04T13:51:10.102Z
highlight,,"Eliphaz suggests that Job's afflictions must be the consequences of some wicked thing he has done. (He is wrong)<div><br></div><div>In the midst of such intense suffering, Job must have felt despair at this response from his friend, when he most needed friendship.</div>",https://www.churchofjesuschrist.org/study/scriptures/ot/job/4?lang=eng&id=p7-p8,,,Default Set,2022-08-04T13:47:40.333Z,2022-08-04T13:45:40.116Z
highlight,,<div>Job wishes he had never been born.</div>,https://www.churchofjesuschrist.org/study/scriptures/ot/job/3?lang=eng&id=p3,,,Default Set,2022-08-04T13:43:35.066Z,2022-08-04T13:43:21.772Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/job/2?lang=eng&id=p5-p6,,,Default Set,2022-08-04T13:41:55.546Z,2022-08-04T13:41:55.546Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/job/2?lang=eng&id=p3,,,Default Set,2022-08-04T13:41:33.687Z,2022-08-04T13:41:33.687Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/job/1?lang=eng&id=p12,,,Default Set,2022-08-04T13:38:22.419Z,2022-08-04T13:38:22.419Z
reference,,<div>Satan is wrong!</div>,https://www.churchofjesuschrist.org/study/scriptures/ot/job/1?lang=eng&id=p11,,,Default Set,2022-08-04T13:38:18.639Z,2022-08-04T13:37:29.170Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/esth/3?lang=eng&id=p2,,,Default Set,2022-08-02T14:23:28.193Z,2022-08-02T14:23:28.193Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/esth/2?lang=eng&id=p11,,,Default Set,2022-08-02T14:22:42.810Z,2022-08-02T14:22:42.810Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/esth/2?lang=eng&id=p20,,,Default Set,2022-08-02T14:20:43.516Z,2022-08-02T14:20:43.516Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/esth/2?lang=eng&id=p8-p9,,,Default Set,2022-08-02T14:13:35.119Z,2022-08-02T14:13:34.856Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/esth/1?lang=eng&id=p11-p12,,,Default Set,2022-08-02T14:12:32.101Z,2022-08-02T14:12:32.101Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/esth/1?lang=eng&id=p19,,,Default Set,2022-08-02T14:12:18.777Z,2022-08-02T14:12:18.777Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/esth/4?lang=eng&id=p14,,,Default Set,2022-08-02T13:58:51.605Z,2022-08-02T13:58:51.605Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/come-follow-me-for-individuals-and-families-old-testament-2022/31?lang=eng&id=p4,,,Default Set,2022-08-02T13:51:41.396Z,2022-08-02T13:51:41.396Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/come-follow-me-for-individuals-and-families-old-testament-2022/31?lang=eng&id=p2,,,Default Set,2022-07-31T20:17:58.601Z,2022-07-31T20:17:58.601Z
highlight,,,https://www.churchofjesuschrist.org/study/ensign/2003/03/looking-beyond-the-mark?lang=eng&id=p8,,,Default Set,2022-07-17T15:16:34.880Z,2022-07-17T15:16:34.880Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/come-follow-me-for-individuals-and-families-old-testament-2022/29?lang=eng&id=p7,,,Default Set,2022-07-17T15:13:34.282Z,2022-07-17T15:13:24.178Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/come-follow-me-for-individuals-and-families-old-testament-2022/29?lang=eng&id=p6,,,Default Set,2022-07-17T15:12:54.754Z,2022-07-17T15:12:54.754Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/come-follow-me-for-individuals-and-families-old-testament-2022/29?lang=eng&id=p6,,,Default Set,2022-07-17T15:12:09.446Z,2022-07-17T15:12:09.446Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/come-follow-me-for-individuals-and-families-old-testament-2022/29?lang=eng&id=p13,,,Default Set,2022-07-17T15:09:39.690Z,2022-07-17T15:09:39.689Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/come-follow-me-for-individuals-and-families-old-testament-2022/29?lang=eng&id=title5,,,Default Set,2022-07-17T15:08:17.537Z,2022-07-17T15:08:17.536Z
highlight,,<div>They are deceptive and skillful in their false beliefs.</div>,https://www.churchofjesuschrist.org/study/scriptures/bofm/alma/1?lang=eng&id=p17,,,Default Set,2022-07-17T05:20:50.134Z,2022-07-17T05:20:14.533Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/nt/rom/12?lang=eng&id=p9,,,Default Set,2022-07-15T04:18:25.618Z,2022-07-15T04:18:25.618Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/why-the-church?lang=eng&id=p21,,,Default Set,2022-07-12T14:49:16.719Z,2022-07-12T14:49:16.719Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/why-the-church?lang=eng&id=p12,,,Default Set,2022-07-11T13:19:05.632Z,2022-07-11T13:14:35.623Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/why-the-church?lang=eng&id=p4-p5,,,Default Set,2022-07-11T13:03:30.747Z,2022-07-11T13:03:06.627Z
highlight,,,https://www.churchofjesuschrist.org/study/ensign/1992/07/sin-and-suffering?lang=eng&id=p4,,,Default Set,2022-07-10T17:52:16.468Z,2022-07-10T17:52:16.468Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/jesus-the-christ/chapter-13?lang=eng&id=p2,,,Default Set,2022-07-10T16:37:57.139Z,2022-07-10T16:37:57.139Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2022/04/32porter?lang=eng&id=p10,,,Default Set,2022-07-10T16:36:44.225Z,2022-07-10T16:36:44.225Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2022/04/32porter?lang=eng&id=p7,,,Default Set,2022-07-10T16:36:12.236Z,2022-07-10T16:36:12.236Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/jesus-the-christ/chapter-13?lang=eng&id=p1,,,Default Set,2022-07-10T16:35:35.539Z,2022-07-10T16:35:28.612Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/bofm/jacob/3?lang=eng&id=p4,,,Default Set,2022-07-10T15:30:28.318Z,2022-07-10T15:30:28.318Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/ps/97?lang=eng&id=p12,,,Default Set,2022-07-10T15:18:44.787Z,2022-07-10T15:18:44.787Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/ps/97?lang=eng&id=p1,,,Default Set,2022-07-10T15:18:28.751Z,2022-07-10T15:18:28.751Z
highlight,,<div>There is not an explanation here. Why?</div>,https://www.churchofjesuschrist.org/study/scriptures/ot/1-kgs/18?lang=eng&id=p40,,,Default Set,2022-06-29T13:11:07.085Z,2022-06-29T13:10:29.555Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/2-sam/11?lang=eng&id=p3,,,Default Set,2022-06-26T16:32:33.032Z,2022-06-26T14:15:34.314Z
highlight,,,https://www.churchofjesuschrist.org/study/ensign/2003/03/looking-beyond-the-mark?lang=eng&id=p36-p37,,,Default Set,2022-06-26T16:21:47.717Z,2022-06-26T16:21:40.869Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/come-follow-me-for-individuals-and-families-old-testament-2022/26?lang=eng&id=p15,,,Default Set,2022-06-26T16:07:20.354Z,2022-06-26T16:07:20.354Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/2-sam/12?lang=eng&id=p15-p18,,,Default Set,2022-06-26T14:30:59.986Z,2022-06-26T14:30:59.986Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/2-sam/12?lang=eng&id=p9,,,Default Set,2022-06-26T14:27:35.358Z,2022-06-26T14:27:35.358Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/2-sam/12?lang=eng&id=p5-p7,,,Default Set,2022-06-26T14:27:11.024Z,2022-06-26T14:27:11.024Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/2-sam/11?lang=eng&id=p27,,,Default Set,2022-06-26T14:23:26.110Z,2022-06-26T14:23:26.110Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/2-sam/11?lang=eng&id=p14-p15,,,Default Set,2022-06-26T14:20:46.565Z,2022-06-26T14:20:46.565Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/2-sam/11?lang=eng&id=p2,,,Default Set,2022-06-26T14:14:23.899Z,2022-06-26T14:14:23.899Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/come-follow-me-for-individuals-and-families-old-testament-2022/26?lang=eng&id=title5-p9,,,Default Set,2022-06-26T14:10:00.648Z,2022-06-26T14:09:40.679Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/come-follow-me-for-individuals-and-families-old-testament-2022/26?lang=eng&id=p6,,,Default Set,2022-06-26T14:08:28.491Z,2022-06-26T14:08:28.491Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/1-kgs/8?lang=eng&id=p33-p34,,,Default Set,2022-06-26T14:00:28.087Z,2022-06-26T14:00:28.087Z
reference,,,https://www.churchofjesuschrist.org/study/manual/come-follow-me-for-individuals-and-families-old-testament-2022/26?lang=eng&id=p4,,,Default Set,2022-06-26T13:27:47.604Z,2022-06-26T13:25:22.347Z
reference,,,https://www.churchofjesuschrist.org/study/general-conference/2022/04/36renlund?lang=eng&id=p3,,,Default Set,2022-06-19T14:04:53.765Z,2022-06-19T14:03:49.297Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2022/04/15andersen?lang=eng&id=p6-p7,,,Default Set,2022-06-12T16:27:16.058Z,2022-06-12T16:27:10.140Z
highlight,,,https://www.churchofjesuschrist.org/study/general-conference/2022/04/15andersen?lang=eng&id=p1,,,Default Set,2022-06-12T16:27:01.024Z,2022-06-12T16:27:01.024Z
highlight,,,https://www.churchofjesuschrist.org/study/ya-weekly/2022/04/5-truths-about-heavenly-fathers-love-and-laws?lang=eng&id=p42,,,Default Set,2022-06-11T21:47:01.508Z,2022-06-11T21:46:43.307Z
highlight,,,https://www.churchofjesuschrist.org/study/ya-weekly/2022/04/5-truths-about-heavenly-fathers-love-and-laws?lang=eng&id=p41,,,Default Set,2022-06-11T21:46:55.319Z,2022-06-11T21:46:50.076Z
highlight,,,https://www.churchofjesuschrist.org/study/ya-weekly/2022/04/5-truths-about-heavenly-fathers-love-and-laws?lang=eng&id=p39,,,Default Set,2022-06-11T21:45:33.165Z,2022-06-11T21:45:27.136Z
highlight,,,https://www.churchofjesuschrist.org/study/ya-weekly/2022/04/5-truths-about-heavenly-fathers-love-and-laws?lang=eng&id=p18,,,Default Set,2022-06-11T21:35:52.428Z,2022-06-11T21:35:41.734Z
highlight,,,https://www.churchofjesuschrist.org/study/ya-weekly/2022/04/5-truths-about-heavenly-fathers-love-and-laws?lang=eng&id=p11-p12,,,Default Set,2022-06-11T21:34:18.685Z,2022-06-11T21:34:00.752Z
reference,,"<div>Joshua has internalized the lessons that the Lord spoke to him when he was first called to be a prophet. Now, in his final days, they are the things he chooses to share with the people.</div>",https://www.churchofjesuschrist.org/study/scriptures/ot/josh/23?lang=eng&id=p6,,,Default Set,2022-06-05T13:03:02.189Z,2022-06-05T12:55:08.423Z
reference,,,https://www.churchofjesuschrist.org/study/scriptures/ot/josh/23?lang=eng&id=p10-p13,,,Default Set,2022-06-05T13:02:03.590Z,2022-06-05T13:01:21.194Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/josh/23?lang=eng&id=p3,,,Default Set,2022-06-05T12:54:41.708Z,2022-06-05T12:54:32.296Z
highlight,,,https://www.churchofjesuschrist.org/study/scriptures/ot/josh/7?lang=eng&id=p13,,,Default Set,2022-06-05T12:52:12.986Z,2022-06-05T12:52:12.986Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/come-follow-me-for-individuals-and-families-old-testament-2022/22?lang=eng&id=p9,,,Default Set,2022-06-05T12:49:19.841Z,2022-06-05T12:49:19.841Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/come-follow-me-for-individuals-and-families-old-testament-2022/19-thoughts?lang=eng&id=p5,,,Default Set,2022-06-05T12:48:20.630Z,2022-06-05T12:48:20.630Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/come-follow-me-for-individuals-and-families-old-testament-2022/22?lang=eng&id=p9,,,Default Set,2022-06-05T12:44:48.831Z,2022-06-05T12:44:48.831Z
highlight,,,https://www.churchofjesuschrist.org/study/manual/come-follow-me-for-individuals-and-families-old-testament-2022/22?lang=eng&id=title4,,,Default Set,2022-06-05T12:44:35.290Z,2022-06-05T12:44:35.290Z
